"","extractors_first_name","extractors_last_name","preprint_id","preprint_doi","preprint_title","submitting_author","submitting_author_country","submitting_author_first_publication_year","type_of_preprint","taxa_being_studied","data_link_preprint","code_link_preprint","number_of_citations_preprint","pci_recommendation_preprint","publication_doi","publication_journal","publication_date","publication_title_changed","number_of_citations_article","data_link_article","code_link_article","publisher_doi","preprint_published_date","current_version","total_authors","time_between_preprint_and_pub_days","postprint","plants","algi","fungi","microorganisms","invertebrates","vertebrates","data_link_preprint_cleaned","code_link_preprint_cleaned","data_link_article_cleaned","code_link_article_cleaned"
"1011","birgit","szabo",3686,"https://doi.org/10.32942/osf.io/8jrbu","the risk of avian influenza in the southern ocean: a practical guide","meagan dewar","australia",2011,"report","microorganisms",NA,NA,1,"no",NA,NA,NA,NA,NA,NA,NA,NA,2022-08-22,7,10,NA,"preprint",0,0,0,1,0,0,"not applicable","not applicable","not applicable","not applicable"
"1012","birgit","szabo",3683,"https://doi.org/10.32942/osf.io/v23wj","the promise of an evolutionary perspective of alcohol consumption","benjamin clites","united states of america",2017,"reviews and meta-analyses","invertebrates, vertebrates",NA,NA,0,"no","https://doi.org/10.1177/26331055231163","neuroscience insights","2023-04-04","no",2,NA,NA,NA,2022-08-23,1,3,224,"preprint",0,0,0,0,1,1,"not applicable","not applicable","not applicable","not applicable"
"1013","birgit","szabo",3684,"https://doi.org/10.32942/osf.io/pydqe","curated dataset of accessible and recreational parks in the u.s.:  comparison to greenspace metrics and sociodemographics","matthew browning","united states of america",2006,"other","plants","10.17605/osf.io/pwdsg","https://osf.io/pwdsg/",1,"no","https://doi.org/10.1038/s41597-022-01857-7","scientific data","2022-12-16","yes",3,"https://doi.org/10.17605/osf.io/pwdsg","https://osf.io/pwdsg/",NA,2022-08-23,2,8,115,"preprint",1,0,0,0,0,0,"yes","yes","yes","yes"
"1014","birgit","szabo",3685,"https://doi.org/10.32942/osf.io/xfn54","a test of species’ mobility hypothesis in ecological niche modeling","xiao feng","united states of america",2015,"research article","vertebrates","none","none",0,"no","https://doi.org/10.1111/jbi.14704","journal of biogeography","2023-08-23","no",0,"https://doi.org/10.5281/zenodo.8225893","https://doi.org/10.5281/zenodo.8225893",NA,2022-08-23,1,1,365,"preprint",0,0,0,0,0,1,"no","no","yes","yes"
"1015","elina","takola",5414,"https://doi.org/10.32942/x26s3j","content analysis of nature documentaries in china: challenges and opportunities to raise public conservation awareness","haonan wei","australia",NA,"reviews and meta-analyses","none","https://ecoevorxiv.org/repository/view/5414/","none",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"no","no","not applicable","not applicable"
"1016","elina","takola",5426,"https://doi.org/10.32942/x2g88r","a perspective on conservation and development","ranjini murali","germany",2012,"opinion","vertebrates",NA,NA,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"not applicable","not applicable","not applicable","not applicable"
"1017","elina","takola",5428,"https://doi.org/10.32942/x2bg6t","combining the resurrection approach with transplant experiments to investigate adaptation of plant populations to environmental change","pascal karitter","germany",NA,"research article","plants","none","none",0,"no",NA,NA,NA,NA,NA,"none","none",NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"no","no","no","no"
"1018","elina","takola",5432,"https://doi.org/10.32942/x23029","light wavelength and pulsing frequency affect avoidance responses of canada geese","ryan b lunn","united states of america",NA,"research article","vertebrates","https://osf.io/g9am5/?view_only=a5c667733e044a8090a724cce413b30b","https://osf.io/g9am5/?view_only=a5c667733e044a8090a724cce413b30b",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"yes","yes","not applicable","not applicable"
"1019","elina","takola",5433,"https://doi.org/10.32942/x2z883","assessing giant sequoia mortality and regeneration following high severity wildfire","david soderberg","united states of america",2018,"research article","plants","none","none",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"no","no","not applicable","not applicable"
"1020","elina","takola",5436,"https://doi.org/10.32942/x2tg7j","breaking the ice: a review of phages in polar ecosystems","janina rahlff","germany",NA,"reviews and meta-analyses","microorganisms",NA,NA,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,1,0,0,"not applicable","not applicable","not applicable","not applicable"
"1021","elina","takola",5439,"https://doi.org/10.32942/x2ps3w","context matters when rewilding for climate change","mary burak","united states of america",2016,"reviews and meta-analyses","all species",NA,NA,1,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"1022","elina","takola",5442,"https://doi.org/10.32942/x29k55","trophic interaction models predict interactions across space, not food webs","dominique caron","canada",2021,"research article","vertebrates","none","none",0,"no",NA,NA,NA,NA,NA,"none","none",NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"no","no","no","no"
"1023","elina","takola",5443,"https://doi.org/10.32942/x2f88f","the trade-off between vocal learning and dexterity: a balancing act","pedro tiago martins","spain",2011,"reviews and meta-analyses","all species",NA,NA,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"1024","elina","takola",5444,"https://doi.org/10.32942/x2k30x","predation and biophysical context control long-term carcass nutrient inputs in an andean ecosystem","julia d. monk","united states of america",2015,"research article","various species","none","none",0,"no",NA,NA,NA,NA,NA,"none","none",NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"no","no","no","no"
"1025","elina","takola",5450,"https://doi.org/10.32942/x25s37","predicting bird diversity with lidar-derived vegetation structure in an african savanna","andrew davies","united states of america",2010,"research article","vertebrates","none","none",0,"no",NA,NA,NA,NA,NA,"none","none",NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"no","no","no","no"
"1026","elina","takola",5457,"https://doi.org/10.32942/x2x88s","post-fire reference densities for giant sequoia seedlings","nathan stephenson","united states of america",1979,"reviews and meta-analyses","plants","https://doi.org/10.32942/x2x88s","none",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"yes","no","not applicable","not applicable"
"1027","elina","takola",5463,"https://doi.org/10.32942/x2sk5h","a more intimate ecology: reframing the relationship between the researcher and the research(ed)","cesar omar estien","united states of america",2020,"other","unclear",NA,NA,1,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"1028","elina","takola",5475,"https://doi.org/10.32942/x2ns3k","academic publishing requires linguistically inclusive policies","henry arenas-castro","australia",2016,"opinion","no species-specific","https://zenodo.org/records/7828391","none",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"no","no","not applicable","not applicable"
"1029","elina","takola",5478,"https://doi.org/10.32942/x2j30m","anticoagulant rodenticides are climbing the food chain to the top: a first proof of widespread positivity in grey wolves (canis lupus)","jacopo cerri","italy",2013,"research article","vertebrates","https://osf.io/yqv4n/","none",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"yes","no","not applicable","not applicable"
"1030","elina","takola",5497,"https://doi.org/10.32942/x2d884","advances in biologging can identify nuanced energetic costs and gains in predators","holly m english","ireland",2018,"reviews and meta-analyses","vertebrates",NA,NA,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"not applicable","not applicable","not applicable","not applicable"
"1031","elina","takola",5501,"https://doi.org/10.32942/x28k5v","language inclusion in ecological systematic reviews and maps: barriers and perspectives","kelsey hannah","australia",NA,"reviews and meta-analyses","no species","https://github.com/khannah12/useofnel/","https://github.com/khannah12/useofnel/",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"yes","yes","not applicable","not applicable"
"1032","elina","takola",5464,"https://doi.org/10.32942/x2130z","essential biodiversity variables and essential ecosystem services variables for the implementation of biodiversity conservation and sustainable development goals","hyejin kim","united kingdom",2011,"reviews and meta-analyses","no species",NA,NA,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"1033","elina","takola",5519,"https://doi.org/10.32942/x2w89v","links between an insectivorous bird and moths disentangled through national scale monitoring data","luke christopher evans","united kingdom",2017,"reviews and meta-analyses","invertebrates, vertebrates","https://zenodo.org/records/8021350","https://zenodo.org/records/8021350",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,1,1,"no","no","not applicable","not applicable"
"1034","elina","takola",5517,"https://doi.org/10.32942/x2cc8v","griffon vultures restrict movements around roosts and supplementary feeding stations, even when carrion is available on the field: a call for wind energy zonation to avoid ecological traps on mediterranean islands","jacopo cerri","italy",2013,"research article","vertebrates","https://osf.io/urbpv/","https://osf.io/urbpv/",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"yes","yes","not applicable","not applicable"
"1035","elina","takola",5541,"https://doi.org/10.32942/x2rk56","salinity controls rocky intertidal community structure via suppression of herbivory","sandra emry","canada",NA,"research article","invertebrates","https://github.com/sandraemry/salinityandlimpets.","https://github.com/sandraemry/salinityandlimpets.",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,1,1,"yes","yes","not applicable","not applicable"
"1036","elina","takola",5552,"https://doi.org/10.32942/x27k5j","community-based conservation and restoration in coastal wetlands: a review","alex c moore","canada",2013,"reviews and meta-analyses","community","none","none",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"no","no","not applicable","not applicable"
"1037","elina","takola",5554,"https://doi.org/10.32942/x2h309","hypotheses on the extended phenotype of the mitochondrion: sex, mortality, and aging","gordon irlam","united states of america",NA,"research article","cells","https://doi.org/10.5281/zenodo.7901578","https:/doi.org/10.5281/zenodo.7901622",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"yes","yes","not applicable","not applicable"
"1038","elina","takola",5557,"https://doi.org/10.32942/x2ms4n","plant diversity dynamics over space and time in a warming arctic","mariana garcía criado","united kingdom",2015,"research article","plants","none","none",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"no","no","not applicable","not applicable"
"1039","elina","takola",5035,"https://doi.org/10.32942/x2t01f","heritability and age-dependent changes in genetic variation of telomere length in a wild house sparrow population","heung ying janet chik","netherlands",2019,"research article","vertebrates",NA,NA,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"not applicable","not applicable","not applicable","not applicable"
"1040","elina","takola",5715,"https://doi.org/10.32942/x2b60s","artificial light at night (alan) influences understory plant traits through ecological processes: a two-year experiment in a rubber plantation in china","cong zhou","china",NA,"research article","plants","https://github.com/congz007/light_project","https://github.com/congz007/light_project",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"yes","yes","not applicable","not applicable"
"1041","eli","thoré",5046,"https://doi.org/10.32942/x2p88m","two-step crispr-cas9 protocol for transposable element deletion in d. melanogaster natural populations","josefa gonzalez","spain",2016,"methods papers","invertebrates",NA,NA,NA,"no","https://doi.org/10.1016/j.xpro.2023.102501","star protocols","2023-09-15","no",0,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,1,1,"not applicable","not applicable","not applicable","not applicable"
"1042","eli","thoré",5052,"https://doi.org/10.32942/x2jg6p","prestige bias in cultural evolutionary dynamics","yoav ram","israel",NA,"research article","computational approach","none","none",NA,"no",NA,NA,NA,NA,NA,"null",NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"no","no","no","not applicable"
"1043","eli","thoré",5056,"https://doi.org/10.32942/x2ds3d","kinematics and behaviour in fish escape responses: guidelines for conducting, analysing, and reporting experiments","dominique roche","switzerland",2007,"reviews and meta-analyses","vertebrates","https://doi.org/10.5281/zenodo.7577129","https://doi.org/10.5281/zenodo.7577129",NA,"no","https://doi.org/10.1242/jeb.245686","journal of experimental biology","2023-07-26","no",0,"https://doi.org/10.5281/zenodo.7577129","https://doi.org/10.5281/zenodo.7577129",NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"yes","yes","yes","yes"
"1044","eli","thoré",5057,"https://doi.org/10.32942/x2901s","high survival and percentages of giraffe calves signal areas in need of protection","constance dustin becker","germany",1988,"research article","vertebrates","https://osf.io/v67yk/?view_only=48a3239b67d74a1d80de4f450ec8252f","none",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"yes","no","not applicable","not applicable"
"1045","eli","thoré",5062,"https://doi.org/10.32942/x2588z","nature exposure and mental health during the covid-19 pandemic:  a navigation guide systematic review with meta-analysis","muhammad mainuddin patwary","bangladesh",2018,"reviews and meta-analyses","meta-analysis","none","none",1,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"no","no","not applicable","not applicable"
"1046","eli","thoré",5065,"https://doi.org/10.32942/x21g61","extra-pair paternity, breeding density and synchrony in natural cavities versus nestboxes in two passerine birds","irene di lecce","poland",2018,"research article","vertebrates","https://doi.org/10.6084/m9.figshare.21905166.v1.","none",NA,"no","https://doi.org/10.1002/ece3.10163","ecology and evolution","2023-06-08","no",0,"https://doi.org/10.6084/m9.figshare.21905166.v1","none",NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"yes","no","yes","no"
"1047","eli","thoré",5067,"https://doi.org/10.32942/x2s014","solar radiation drives potential demographic collapse in a perennial bunchgrass via dramatically reduced seedling establishment","timothy h parker","united states of america",1999,"research article","plants","https://doi.org/10.17605/osf.io/ce7ns","https://doi.org/10.17605/osf.io/ce7ns",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"yes","yes","not applicable","not applicable"
"1048","eli","thoré",5070,"https://doi.org/10.32942/x2ws3r","conceptualizing microbe-plasmid communities as complex adaptive systems","shai pilosof","israel",2010,"reviews and meta-analyses","theoretical (micro-organisms)",NA,NA,NA,"no","https://doi.org/10.1016/j.tim.2023.01.007","trends in microbiology","2023-02-21","no",3,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"1049","eli","thoré",5075,"https://doi.org/10.32942/x2hg6c","how to do biodiversity-related science communication","jonas geschke","switzerland",2020,"reviews and meta-analyses","plants, algi, fungi, microorganisms, invertebrates, vertebrates, (biodiversity in general)","none","none",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",1,1,1,1,1,1,"no","no","not applicable","not applicable"
"1050","eli","thoré",5059,"https://doi.org/10.32942/x28304","a probabilistic approach to estimating timber harvest location","jakub michal truszkowski","sweden",2010,"research article","plants","none","none",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"no","no","not applicable","not applicable"
"1051","eli","thoré",5082,"https://doi.org/10.32942/x2cs33","symbiotic status alters fungal eco-evolutionary offspring trajectories","carlos a aguilar-trigueros","germany",2014,"research article","fungi","https://github.com/traitecoevo/fungaltrait","https://github.com/aguilart/sporesizefungalkingdom",NA,"no","https://doi.org/10.1111/ele.14271","ecology letters","2023-06-17","no",0,"https://github.com/aguilart/symbiotic-status-and-fungal-spore-size","https://github.com/aguilart/symbiotic-status-and-fungal-spore-size",NA,NA,NA,NA,NA,"preprint",0,0,1,0,0,0,"yes","yes","yes","yes"
"1052","eli","thoré",5087,"https://doi.org/10.32942/x2488n","how do microbes grow in nature?  the role of population dynamics in microbial ecology and evolution","michael manhart","united states of america",2010,"reviews and meta-analyses","microorganisms",NA,NA,NA,"no","https://doi.org/10.1016/j.coisb.2023.100470","current opinion in systems biology","2023-12-01","no",1,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,1,0,0,"not applicable","not applicable","not applicable","not applicable"
"1053","eli","thoré",5094,"https://doi.org/10.32942/x20k5c","the effects of preformed vitamin a and provitamin a carotenoid supplementation on tadpoles of the poison frog phyllobates vittatus","roberto marquez","united states of america",2012,"research article","vertebrates","none","none",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"no","no","not applicable","not applicable"
"1054","eli","thoré",5092,"https://doi.org/10.32942/x2vs3f","lipid metabolism in response to cold","thomas enriquez","belgium",2015,"reviews and meta-analyses","invertebrates",NA,NA,2,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,1,1,"not applicable","not applicable","not applicable","not applicable"
"1055","eli","thoré",5103,"https://doi.org/10.32942/x2r30g","larval cannibalism in phyllobates poison frogs","roberto marquez","united states of america",2012,"research article","vertebrates","none","none",NA,"no","https://doi.org/10.1007/s10682-023-10246-4","evolutionary ecology","2023-05-24","no",0,"none","none",NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"no","no","no","no"
"1056","eli","thoré",5109,"https://doi.org/10.32942/x2gk5q","a diversity of fungal pathways contribute to improved soil carbon stability and storage","emiko stuart","australia",2020,"research article","fungi","none","none",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,1,0,0,0,"no","no","not applicable","not applicable"
"1057","eli","thoré",5110,"https://doi.org/10.32942/x2m880","experimental evidence of litter quality and soil moisture rather than temperature as the key driver of litter decomposition along a high-latitude elevational gradient","isla h. myers-smith","united kingdom",1998,"research article","plants","https://github.com/shrubhub/teaelevationhub","https://github.com/shrubhub/teaelevationhub",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"yes","yes","not applicable","not applicable"
"1058","eli","thoré",5118,"https://doi.org/10.32942/x2bs3s","telomere length vary with sex, hatching rank and year of birth in little owls, athene noctua","josefa bleu","france",2011,"research article","vertebrates","https://doi.org/10.5281/zenodo.7701531","https://doi.org/10.5281/zenodo.7701531",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"yes","yes","not applicable","not applicable"
"1059","eli","thoré",5119,"https://doi.org/10.32942/x2730t","temperature-dependant, developmental plasticity and its effects on allen’s and james’ rule in endotherms","joshua kenneth robertson tabh","sweden",2009,"reviews and meta-analyses","vertebrates",NA,NA,1,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"not applicable","not applicable","not applicable","not applicable"
"1060","eli","thoré",5134,"https://doi.org/10.32942/x2zk52","prophage mediated control of higher order interactions - insights from systems approaches","carolin charlotte wendling","switzerland",2013,"reviews and meta-analyses","microorganisms",NA,NA,NA,"no","https://doi.org/10.1016/j.coisb.2023.100469","current opinion in systems biology","2023-09-01","yes",1,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,1,0,0,"not applicable","not applicable","not applicable","not applicable"
"1061","eli","thoré",5143,"https://doi.org/10.32942/x2ts34","forecasting rodent population dynamics and community transitions with dynamic nonlinear models","nicholas joshua clark","australia",2012,"research article","vertebrates","none","none",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"no","no","not applicable","not applicable"
"1062","eli","thoré",5160,"https://doi.org/10.32942/x2k88p","spatial factors overcome seasonality in increasing the consumption of allochthonous food resources by fishes from tropical lotic ecosystems","vitor manuel barros ferreira","brazil",NA,"research article","vertebrates","none","none",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"no","no","not applicable","not applicable"
"1063","eli","thoré",5132,"https://doi.org/10.32942/x2fk5d","partitioning variance in population growth for models with environmental and demographic stochasticity","jonas knape","sweden",NA,"research article","vertebrates","none","none",0,"no","https://doi.org/10.1111/1365-2656.13990","journal of animal ecology","2023-07-25","no",0,"https://github.com/jknape/variance-decomp","https://github.com/jknape/variance-decomp",NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"no","no","yes","yes"
"1064","eli","thoré",5173,"https://doi.org/10.32942/x29w24","fragmentation disrupts microbial effects on native plant community productivity","kasey n kiesewetter","united states of america",2019,"research article","fungi, microorganisms","https://doi.org/10.5281/zenodo.7699344","https://doi.org/10.5281/zenodo.7699344",NA,"no","https://doi.org/10.1111/1365-2745.14097","journal of ecology","2023-03-20","no",0,"https://doi.org/10.5281/zenodo.7699344","https://doi.org/10.5281/zenodo.7699344",NA,NA,NA,NA,NA,"preprint",0,0,1,1,0,0,"yes","yes","yes","yes"
"1065","eli","thoré",5174,"https://doi.org/10.32942/x2630h","allelopathy-selected microbiomes mitigate chemical inhibition of plant performance","daniel philip revillini","united states of america",2016,"research article","plants, microorganisms","none","none",NA,"no","https://doi.org/10.1111/nph.19249","new phytologist","2023-09-22","no",1,"10.5061/dryad.f4qrfj71z","none",NA,NA,NA,NA,NA,"preprint",1,0,0,1,0,0,"no","no","yes","no"
"1066","bishnu","timilsina",3834,"https://doi.org/10.32942/osf.io/ub6yn","101 years of biofluorescent animal studies: trends in literature, novel hypotheses, and best practices moving forward","russell gray","united states of america",2015,"reviews and meta-analyses","invertebrates",NA,NA,3,"no",NA,NA,NA,NA,NA,NA,NA,NA,2022-02-06,1,2,NA,"preprint",0,0,0,0,1,1,"not applicable","not applicable","not applicable","not applicable"
"1067","bishnu","timilsina",3835,"https://doi.org/10.32942/osf.io/yujcb","origins and evolution of biological novelty","rebecca batstone","united states of america",2012,"opinion","discussed the origin and evolution of novel traits from genetic perspectives",NA,NA,3,"no","https://doi.org/10.1111/brv.12963","biological reviews","2023-04-13","no",3,NA,NA,"https://doi.org/10.1111/brv.12963",2022-02-06,1,3,431,"preprint",0,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"1068","bishnu","timilsina",3832,"https://doi.org/10.32942/osf.io/ewq64","the effects of an obesogenic diet on behaviour and cognition in zebrafish (danio rerio): traits average, variability, repeatability, and behavioural syndromes","hamza anwer","australia",2021,"research article","vertebrates","none","none",4,"no",NA,NA,NA,NA,NA,NA,NA,NA,2022-02-07,1,10,NA,"preprint",0,0,0,0,0,1,"no","no","not applicable","not applicable"
"1069","bishnu","timilsina",3829,"https://doi.org/10.32942/osf.io/f7cm9","behavioural ecology at the spatial-social interface","quinn webber","united states of america",2015,"reviews and meta-analyses","discusses the behavioral ecology at spatial scale, without reference to particular taxa",NA,NA,NA,"no","https://doi.org/10.1111/brv.12934","biological reviews","2023-01-23","no",22,NA,NA,"https://doi.org/10.1111/brv.12934",2022-02-11,2,8,346,"preprint",0,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"1070","bishnu","timilsina",3826,"https://doi.org/10.32942/osf.io/c4kvq","past and future uses of text mining in ecology &amp; evolution","maxwell jenner farrell","canada",2013,"reviews and meta-analyses","reviews and discusses use of natural language processing and text mining in ecology and evolution",NA,NA,NA,"no","https://doi.org/10.1098/rspb.2021.2721","proceedings of the royal society b: biological sciences","2022-05-18","no",11,NA,NA,NA,2022-02-16,2,5,91,"preprint",0,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"1071","bishnu","timilsina",3822,"https://doi.org/10.32942/osf.io/wbq83","systemic racism alters wildlife genetic diversity","chloé schmidt","canada",2016,"research article","invertebrates","none","none",NA,"no","https://doi.org/10.1073/pnas.2102860119","proceedings of the national academy of sciences of the united states of america","2022-09-14","no",6,"https://figshare.com/articles/dataset/data_from_systemic_racism_alters_wildlife_genetic_diversity/21253971","https://figshare.com/articles/dataset/data_from_systemic_racism_alters_wildlife_genetic_diversity/21253971","https://doi.org/10.1073/pnas.2102860119",2022-02-19,1,2,207,"preprint",0,0,0,0,1,1,"no","no","no","no"
"1072","bishnu","timilsina",3825,"https://doi.org/10.32942/osf.io/n3zxp","improving species conservation plans under iucn’s one plan approach using quantitative genetic methods","drew sauve","canada",2018,"reviews and meta-analyses","discusses the quantitative genetic approach to in situ and ex situ population management",NA,NA,NA,"no","https://doi.org/10.24072/pcjournal.163","peer community journal","2022-08-30","no",0,"none","none","https://doi.org/10.24072/pcjournal.163",2022-02-19,9,6,192,"preprint",0,0,0,0,0,0,"not applicable","not applicable","no","no"
"1073","bishnu","timilsina",3821,"https://doi.org/10.32942/osf.io/vb9xn","evolution of social organization: phylogenetic analyses of ecology and sexual selection in weavers","andras liker","hungary",1992,"research article","vertebrates","https://doi.org/10.5061/dryad.7wm37pvq4","https://zenodo.org/records/5785586",NA,"no","https://doi.org/10.1086/720270","the american naturalist","2022-06-23","no",4,"https://doi.org/10.5061/dryad.7wm37pvq4","https://zenodo.org/records/5785586","https://doi.org/10.1086/720270",2022-02-20,1,4,123,"preprint",0,0,0,0,0,1,"yes","no","yes","no"
"1074","bishnu","timilsina",3820,"https://doi.org/10.32942/osf.io/rqbdy","portrayal of the nitrogen debate in dutch newspapers","marin visscher","netherlands",NA,"research article","differential frames on actor portrayal of nitrogen use in dutch media","none","none",NA,"no",NA,NA,NA,NA,0,"none","none",NA,2022-02-21,1,3,NA,"preprint",0,0,0,0,0,0,"no","no","no","no"
"1075","bishnu","timilsina",3819,"https://doi.org/10.32942/osf.io/e32ub","soil biota impacts on plant access to different water pools in soil","coline deveautour","australia",NA,"research article","plants, compared the effect of biotic and abiotic soil factors in the uptake of plant water","none","none",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,2022-02-22,3,5,NA,"preprint",1,0,0,0,0,0,"no","no","not applicable","not applicable"
"1076","bishnu","timilsina",3776,"https://doi.org/10.32942/osf.io/u8nkm","temporary behavioral responses to playbacks by a pest parrot and implications for management","cesar omar estien","united states of america",2020,"research article","vertebrates","none","none",0,"no","https://doi.org/10.26451/abc.09.04.01.2022","animal behavior and cognition","2022-11-02","no",0,"none","none","https://doi.org/10.26451/abc.09.04.01.2022",2022-04-21,6,7,195,"preprint",0,0,0,0,0,1,"no","no","no","no"
"1077","bishnu","timilsina",3771,"https://doi.org/10.32942/osf.io/u935f","rates of ecological knowledge learning in pemba, tanzania: implications for childhood evolution.","ilaria pretelli","germany",NA,"research article","vertebrates","https://github.com/lalla-ilaria/children_eco_knowledge","https://osf.io/wjmgq/",NA,"no","https://doi.org/10.1017/ehs.2022.31","evolutionary human sciences","2022-08-02","yes",1,"https://github.com/lalla-ilaria/children_eco_knowledge","https://osf.io/wjmgq/","https://doi.org/10.1017/ehs.2022.31",2022-04-23,3,3,101,"preprint",0,0,0,0,0,1,"yes","yes","yes","yes"
"1078","bishnu","timilsina",3770,"https://doi.org/10.32942/osf.io/9zq7d","patterns of selection across gene regulatory networks","jeanne m. c. mcdonald","united states of america",NA,"reviews and meta-analyses","reviews the architecture of developmental gene regulatory networks (gnrs) and how positive selection strength may vary across a grn","none","none",NA,"no","https://doi.org/10.1016/j.semcdb.2022.03.029","seminars in cell & developmental biology","2022-04-23","no",0,NA,NA,"https://doi.org/10.1016/j.semcdb.2022.03.029",2022-04-25,1,2,-2,"postprint",0,0,0,0,0,0,"no","no","not applicable","not applicable"
