"","...1","assigned_to","nr","extractors_first_name","extractors_last_name","preprint_id","preprint_doi.x","preprint_title.x","submitting_author.x","submitting_author_country","submitting_author_first_publication_year","taxa_being_studied","data_link_preprint","code_link_preprint","number_of_citations_preprint","pci_recommendation_preprint","publication_doi","publication_journal","publication_date","publication_title_changed","number_of_citations_article","current_version.x","data_link_article","code_link_article","publisher_doi.x","preprint_published_date","total_authors.x","time_between_preprint_and_pub_days","postprint","plants","algi","fungi","microorganisms","invertebrates","vertebrates","type_of_preprint","data_link_preprint_cleaned","code_link_preprint_cleaned","data_link_article_cleaned","code_link_article_cleaned","check_completed","check_comment","doi.1","journal_name","is_oa","oa_status","preprint_title.y","preprint_doi.y","publisher_doi.y","reuse_licence","submitted_date","accepted_date","published_date","update_date","current_version.y","version_date","submitting_author.y","authors_list","total_authors.y"
"649",649,"april robin martinig",649,"magdalena","mair",4716,"https://doi.org/10.32942/x2j01z","understanding the systematics and evolution of vaccinium sect. cyanococcus (ericaceae): progress and prospects","peter warren fritsch","united states of america",1992,"plants",NA,NA,0,"no",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"research article","no","no","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Understanding the systematics and evolution of Vaccinium sect. Cyanococcus (Ericaceae): progress and prospects","https://doi.org/10.32942/X2J01Z",NA,"CC BY-NC 4.0",2022-11-17,2022-11-18,2022-11-18,NA,2,2022-11-21,"Peter Warren Fritsch","Peter Warren Fritsch, Andrew A Crowl, Hamid Ashrafi, Paul S Manos",4
"650",650,"april robin martinig",650,"magdalena","mair",4718,"https://doi.org/10.32942/x2np4x","typification of plants illustrated by feuillée: a reply to zanotti et al.","mark alan hershkovitz","chile",1989,"plants",NA,NA,0,"no",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"comment","not applicable","not applicable","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Typification of plants illustrated by Feuillée: a reply to Zanotti et al.","https://doi.org/10.32942/X2NP4X",NA,"CC BY-NC-ND 4.0",2022-11-17,2022-11-18,2022-11-18,NA,2,2022-11-18,"Mark Alan Hershkovitz","Mark Alan Hershkovitz",1
"651",651,"ayumi mizuno",651,"magdalena","mair",4726,"https://doi.org/10.32942/x2d59g","a review: comparative genomics and physiology of parity mode evolution in amniotes","maggs x","united states of america",2015,"vertebrates",NA,NA,0,"no",NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"reviews and meta-analyses","not applicable","not applicable","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"A Review: Comparative Genomics and Physiology of Parity Mode Evolution in Amniotes","https://doi.org/10.32942/X2D59G",NA,"CC BY-NC 4.0",2022-11-18,2022-11-18,2022-11-18,NA,3,2022-12-04,"Maggs X","Maggs X",1
"652",652,"ayumi mizuno",652,"magdalena","mair",4727,"https://doi.org/10.32942/x2w88g","on the origin of speciation","kenji hayashida","japan",2022,"evollutionary theory",NA,NA,1,"no",NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"reviews and meta-analyses","not applicable","not applicable","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"On The Origin of Speciation","https://doi.org/10.32942/X2W88G",NA,"CC BY-NC 4.0",2022-11-19,2022-11-21,2022-11-21,NA,6,2023-05-22,"Kenji Hayashida","Kenji Hayashida",1
"653",653,"ayumi mizuno",653,"magdalena","mair",3682,"https://doi.org/10.32942/osf.io/5h4pk","bird eye color: a rainbow of variation, a spectrum of explanations","eamon c. corbett","united states of america",2020,"vertebrates","https://osf.io/ubjgm","none",3,"no","https://doi.org/10.1111/ibi.13276","ibis",2023-10-11,"yes",1,1,NA,NA,NA,2022-08-24,3,413,"preprint",0,0,0,0,0,1,"reviews and meta-analyses","yes","not applicable","yes","not applicable","yes",NA,NA,NA,NA,NA,"Bird Eye Color: A Rainbow of Variation, a Spectrum of Explanations","https://doi.org/10.32942/osf.io/5h4pk",NA,"CC BY-NC-ND 4.0",2022-08-23,2022-08-24,2022-08-24,2022-08-24,1,2022-08-23,"Eamon C. Corbett","Eamon C. Corbett, Robb T. Brumfield, Brant C. Faircloth",3
"654",654,"ayumi mizuno",654,"jake","martin",4833,"https://doi.org/10.32942/x2hp4p","the impact of rising temperatures on the prevalence of coral diseases and its predictability: a global meta-analysis","samantha burke","australia",2019,"invertebrates","https://github.com/sburke-unsw/coraldiseasemetaanalysis","https://github.com/sburke-unsw/coraldiseasemetaanalysis",0,"no","https://doi.org/10.1111/ele.14266","ecology letters",2023-06-06,"no",7,1,"https://github.com/sburke-unsw/coraldiseasemetaanalysis","https://github.com/sburke-unsw/coraldiseasemetaanalysis",NA,NA,NA,NA,"preprint",0,0,0,0,1,1,"reviews and meta-analyses","yes","yes","yes","yes","yes",NA,NA,NA,NA,NA,"The impact of rising temperatures on the prevalence of coral diseases and its predictability: a global meta-analysis","https://doi.org/10.32942/X2HP4P","https://doi.org/10.1111/ele.14266","CC BY 4.0",2023-01-23,2023-01-23,2023-01-24,NA,1,2023-01-23,"Samantha Burke","Samantha Burke, Patrice Pottier, Malgorzata Lagisz, Erin L Macartney, Tracy Ainsworth, Szymon Marian Drobniak, Shinichi Nakagawa",7
"655",655,"ayumi mizuno",655,"jake","martin",4955,"https://doi.org/10.32942/x2nc7z","marine cleaning mutualisms provide new insights in biological market dynamics","redouan bshary","switzerland",1994,"vertebrates",NA,NA,0,"no","https://doi.org/10.1098/rstb.2021.0501","philosophical transactions of the royal society b: biological sciences",2023-03-20,"yes",1,1,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"reviews and meta-analyses","not applicable","not applicable","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Marine cleaning mutualisms provide new insights in biological market dynamics","https://doi.org/10.32942/X2NC7Z","https://doi.org/10.1098/rstb.2021.0501","CC BY-NC 4.0",2023-01-23,2023-01-23,2023-01-23,NA,1,2023-01-23,"Redouan Bshary","Redouan Bshary, Ronald Noe",2
"656",656,"ayumi mizuno",656,"jake","martin",4946,"https://doi.org/10.32942/x2s59w","why do some fish grow faster than others?","harriet rose goodrich","australia",2018,"vertebrates",NA,NA,0,"no","https://doi.org/10.1111/faf.12770","fish and fisheries",2023-06-08,"no",0,1,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"reviews and meta-analyses","not applicable","not applicable","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Why do some fish grow faster than others?","https://doi.org/10.32942/X2S59W","https://doi.org/10.1111/faf.12770","CC BY 4.0",2023-01-22,2023-01-22,2023-01-23,NA,1,2023-01-22,"Harriet Rose Goodrich","Harriet Rose Goodrich, Timothy D Clark",2
"657",657,"ayumi mizuno",657,"jake","martin",4962,"https://doi.org/10.32942/x2d01q","meta-community processes supersede leaf subsidy effects on lake aquatic communities","georges etienne charette","canada",2023,"invertebrates","none","none",0,"no",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,1,1,"research article","no","no","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Meta-community processes supersede leaf subsidy effects on lake aquatic communities","https://doi.org/10.32942/X2D01Q",NA,"CC BY-NC 4.0",2023-01-24,2023-01-24,2023-01-25,NA,1,2023-01-24,"Georges Etienne Charette","Georges Etienne Charette, Éric Harvey",2
"658",658,"ayumi mizuno",658,"jake","martin",4965,"https://doi.org/10.32942/x28597","fine-scale interplay between decline and growth determines the spatial recovery of coral communities within a reef","julie vercelloni","australia",2009,"invertebrates","https://doi.org/10.6084/m9.figshare.14034320.v1 23","none",0,"no","https://doi.org/10.1111/ecog.06818","ecography",2023-11-16,"no",0,4,"null",NA,NA,NA,NA,NA,"preprint",0,0,0,0,1,1,"research article","yes","no","yes","yes","yes",NA,NA,NA,NA,NA,"Fine-scale interplay between decline and growth determines the spatial recovery of coral communities within a reef","https://doi.org/10.32942/X28597",NA,"CC BY-NC 4.0",2023-01-25,2023-01-25,2023-01-25,NA,2,2023-03-07,"Julie Vercelloni","Julie Vercelloni, Chris Roelfsema, Eva Kovacs, Manuel Gonzalez Rivero, Matt Moores, Murray Logan, Kerrie Mengersen",7
"659",659,"ayumi mizuno",659,"jake","martin",4966,"https://doi.org/10.32942/x24g6z","more than half of statistically significant research findings in the environmental sciences are actually not","stephan bruns","belgium",2013,"statistics","none","none",3,"no",NA,NA,NA,NA,NA,1,"null",NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"reviews and meta-analyses","no","no","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"More Than Half of Statistically Significant Research Findings in the Environmental Sciences are Actually Not","https://doi.org/10.32942/X24G6Z",NA,"CC BY-NC-ND 4.0",2023-01-25,2023-01-25,2023-01-25,NA,1,2023-01-25,"Stephan Bruns","Teshome Deressa, David Stern, Jaco Vangronsveld, Jan Minx, Sebastien Lizin, Robert Malina, Stephan Bruns",7
"660",660,"ayumi mizuno",660,"jake","martin",4967,"https://doi.org/10.32942/x20p41","determinants of synergistic cell-cell interactions in bacteria","shiksha ajmera","germany",2023,"microorganisms","none","none",0,"no","https://doi.org/10.1515/hsz-2022-0303","biological chemistry",2023-03-02,"no",2,2,"none","none",NA,NA,NA,NA,"preprint",0,0,0,1,0,0,"reviews and meta-analyses","not applicable","not applicable","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Determinants of synergistic cell-cell interactions in bacteria","https://doi.org/10.32942/X20P41",NA,"CC BY-NC-ND 4.0",2023-01-26,2023-01-26,2023-01-27,NA,2,2023-01-30,"Shiksha Ajmera","Benedikt Pauli, Shiksha Ajmera, Christian Kost",3
"661",661,"ayumi mizuno",661,"jake","martin",4969,"https://doi.org/10.32942/x2w012","virtual reef diver: enabling people to help protect the great barrier reef","julie vercelloni","australia",2009,"invertebrates","https://github.com/edgarsantos-fernandez/reef_misclassification","https://github.com/edgarsantos-fernandez/reef_misclassification",0,"no",NA,NA,NA,NA,NA,2,"null",NA,NA,NA,NA,NA,"preprint",0,0,0,0,1,0,"research article","yes","yes","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Virtual Reef Diver: enabling people to help protect the Great Barrier Reef","https://doi.org/10.32942/X2W012","https://doi.org/10.5334/cstp.571","CC BY-NC 4.0",2023-01-27,2023-01-27,2023-01-27,NA,2,2023-03-07,"Julie Vercelloni","Julie Vercelloni, Edgar Santos Fernandez, Kerrie Mengersen",3
"662",662,"ayumi mizuno",662,"jake","martin",4871,"https://doi.org/10.32942/x2v30d","dominant attitudes and values towards wildlife and the environment in coastal alabama","ylenia chiari","united states of america",2004,"vertebrates","none","none",0,"no","https://doi.org/10.1111/csp2.12957","conservation science and practice",2023-06-18,"yes",0,1,"null",NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"research article","no","no","yes","no","yes",NA,NA,NA,NA,NA,"Dominant attitudes and values towards wildlife and the environment in coastal Alabama","https://doi.org/10.32942/X2V30D","https://doi.org/10.1111/csp2.12957","CC BY-NC-ND 4.0",2023-01-02,2023-01-02,2023-01-03,NA,1,2023-01-02,"Ylenia Chiari","Sarah Weber Hertel, Jana Stupavsky, Kristine Alford, Hannah Rachelle Hicks, Andrew Heaton, Nathan Katlein, Brandon Hastings, Adam Stern, Stephanie Jett, Andrew Y Wang, Bin Wang, Scott Glaberman, Ylenia Chiari",13
"663",663,"ayumi mizuno",663,"jake","martin",4886,"https://doi.org/10.32942/x2qc7k","orchard 2.0: an r package for visualizing meta-analyses with orchard plots","shinichi nakagawa","australia",2001,"r package","https://daniel1noble.github.io/orchard/","https://daniel1noble.github.io/orchard/",6,"no","https://doi.org/10.1111/2041-210x.14152","methods in ecology and evolution",2023-06-06,"yes",0,2,"https://github.com/daniel1noble/orchard","https://github.com/daniel1noble/orchard",NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"other","yes","yes","yes","yes","yes",NA,NA,NA,NA,NA,"orchaRd 2.0: An R package for visualizing meta-analyses with orchard plots","https://doi.org/10.32942/X2QC7K","https://doi.org/10.1111/2041-210X.14152","CC BY 4.0",2023-01-08,2023-01-08,2023-01-07,NA,2,2023-05-24,"Shinichi Nakagawa","Shinichi Nakagawa, Malgorzata Lagisz, Rose E O'Dea, Patrice Pottier, Joanna Rutkowska, Alistair M Senior, Yefeng Yang, Daniel W.A. Noble",8
"664",664,"nicholas wu",664,"jake","martin",4891,"https://doi.org/10.32942/x2kk5n","quantitative evidence synthesis: a practical guide on meta-analysis, meta-regression, and publication bias tests for environmental sciences","shinichi nakagawa","australia",2001,"meta-analysis","https://github.com/itchyshin/meta-analysis_tutorial","https://github.com/itchyshin/meta-analysis_tutorial",0,"no","https://doi.org/10.1186/s13750-023-00301-6","environmental evidence",2023-04-23,"no",10,1,"all data and material are provided as additional files.","all data and material are provided as additional files.",NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"reviews and meta-analyses","yes","yes","no","no","yes",NA,NA,NA,NA,NA,"Quantitative evidence synthesis: a practical guide on meta-analysis, meta-regression, and publication bias tests for environmental sciences","https://doi.org/10.32942/X2KK5N","https://doi.org/10.1186/s13750-023-00301-6","CC BY-NC 4.0",2023-01-08,2023-01-08,2023-01-07,NA,1,2023-01-08,"Shinichi Nakagawa","Shinichi Nakagawa, Yefeng Yang, Erin L Macartney, Rebecca Spake, Malgorzata Lagisz",5
"665",665,"nicholas wu",665,"jake","martin",4900,"https://doi.org/10.32942/x2fw2c","analyzing health of forcibly displaced communities through an integrated ecological lens","maia tarnas","united states of america",2021,"vertebrates",NA,NA,0,"no","https://doi.org/10.4269%2fajtmh.22-0624","the american journal of tropical medicine and hygiene",2023-02-06,"no",0,1,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"reviews and meta-analyses","not applicable","not applicable","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Analyzing health of forcibly displaced communities through an integrated ecological lens","https://doi.org/10.32942/X2FW2C","https://doi.org/10.4269/ajtmh.22-0624","CC BY 4.0",2023-01-10,2023-01-10,2023-01-11,NA,1,2023-01-10,"Maia Tarnas","Maia Tarnas, Carly Ching, Joleah B Lamb, Daniel M Parker, Muhammad H Zaman",5
"666",666,"nicholas wu",666,"jake","martin",4915,"https://doi.org/10.32942/x2b59v","social regulation of reproduction: control or signal?","chiara benvenuto","united kingdom",1997,"invertebrates, vertebrates",NA,NA,0,"no","https://doi.org/10.1016/j.tree.2023.05.009","trends in ecology and evolution",2023-06-28,"no",1,2,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,1,1,"opinion","not applicable","not applicable","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Social regulation of reproduction: control or signal?","https://doi.org/10.32942/X2B59V","https://doi.org/10.1016/j.tree.2023.05.009","CC BY-NC-ND 4.0",2023-01-12,2023-01-12,2023-01-13,NA,2,2023-06-29,"Chiara Benvenuto","Chiara Benvenuto, Maria Cristina Lorenzi",2
"667",667,"nicholas wu",667,"jake","martin",4917,"https://doi.org/10.32942/x22p4n","the ecological relevance of critical thermal maxima methodology (ctm) for fishes","jessica emilie desforges","canada",2021,"vertebrates",NA,NA,0,"no","https://doi.org/10.1111/jfb.15368","journal of fish biology",2023-03-07,"yes",15,2,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"reviews and meta-analyses","not applicable","not applicable","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"The Ecological Relevance of Critical Thermal Maxima Methodology (CTM) for Fishes","https://doi.org/10.32942/X22P4N","https://doi.org/10.1111/jfb.15368","No CC license",2023-01-13,2023-01-14,2023-01-14,NA,2,2023-01-14,"Jessica Emilie Desforges","Jessica Emilie Desforges, Kim Birnie-Gauvin, Fredrik Jutfelt, Kathleen M. Gilmour, Keri E. Martin, Erika J. Eliason, Terra L. Dressler, David J. McKenzie, Amanda E. Bates, Michael J. Lawrence, Nann Fangue, Steven J. Cooke",12
"668",668,"nicholas wu",668,"jake","martin",4919,"https://doi.org/10.32942/x26c7x","metabolic division of labor in social insects","adria c leboeuf","switzerland",2005,"invertebrates",NA,NA,0,"no","https://doi.org/10.1016/j.cois.2023.101085","current opinion in insect science",2023-10-01,"no",1,2,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,1,0,"reviews and meta-analyses","not applicable","not applicable","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Metabolic division of labor in social insects","https://doi.org/10.32942/X26C7X","https://doi.org/10.1016/j.cois.2023.101085","CC BY 4.0",2023-01-13,2023-01-14,2023-01-14,NA,2,2023-05-11,"Adria C LeBoeuf","Matteo A Negroni, Adria C LeBoeuf",2
"669",669,"nicholas wu",669,"jake","martin",4903,"https://doi.org/10.32942/x2xw2q","anti-predator defenses are linked with high levels of genetic differentiation in frogs","iliana medina","australia",2008,"vertebrates","none","none",0,"no",NA,NA,NA,NA,NA,1,"null",NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"reviews and meta-analyses","no","no","no","not applicable","yes",NA,NA,NA,NA,NA,"Anti-predator defenses are linked with high levels of genetic differentiation in frogs","https://doi.org/10.32942/X2XW2Q",NA,"CC BY 4.0",2023-01-14,2023-01-14,2023-01-15,NA,1,2023-01-14,"Iliana Medina","Iliana Medina, Caroline Dong, Roberto Marquez, Daniela Perez, Ian J. Wang, Devi Stuart-Fox",6
"670",670,"nicholas wu",670,"jake","martin",4928,"https://doi.org/10.32942/x2pc78","evolutionary game theory and the adaptive dynamics approach: adaptation where individuals interact","charles mullon","switzerland",2012,"theoretical",NA,NA,0,"no","https://doi.org/10.1098/rstb.2021.0502","philosophical transactions of the royal society b: biological sciences",2023-03-20,"no",14,2,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"reviews and meta-analyses","not applicable","not applicable","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Evolutionary Game Theory and the Adaptive Dynamics Approach: Adaptation where Individuals Interact","https://doi.org/10.32942/X2PC78","https://doi.org/10.1098/rstb.2021.0502","CC BY 4.0",2023-01-16,2023-01-16,2023-01-17,NA,2,2023-01-29,"Charles Mullon","Piret Avila, Charles Mullon",2
"671",671,"nicholas wu",671,"jake","martin",4930,"https://doi.org/10.32942/x2t596","moving beyond heritability in the search for coral adaptive potential","cynthia riginos","australia",1999,"invertebrates",NA,NA,0,"no","https://doi.org/10.1111/gcb.16719","global change biology",2023-04-14,"no",0,2,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,1,1,"reviews and meta-analyses","not applicable","not applicable","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Moving beyond heritability in the search for coral adaptive potential","https://doi.org/10.32942/X2T596","https://doi.org/10.1111/gcb.16719","CC BY-NC 4.0",2023-01-16,2023-01-16,2023-01-17,NA,2,2023-04-03,"Cynthia Riginos","Thomas J Richards, Katrina McGuigan, J David Aguirre, Adriana Humanes, Yves-Marie Bozec, Peter J Mumby, Cynthia Riginos",7
"672",672,"nicholas wu",672,"jake","martin",4932,"https://doi.org/10.32942/x2jp40","developmental environments do not affect thermal physiological traits in reptiles: an experimental test and meta-analysis","daniel w.a. noble","australia",2007,"vertebrates","https://github.com/kris-wild/lampro_project.git","https://github.com/kris-wild/lampro_project.git",0,"no","https://doi.org/10.1098/rsbl.2023.0019","biology letters",2023-05-10,"no",1,4,"https://doi.org/10.5281/ zenodo.7700383","https://doi.org/10.5281/ zenodo.7700383",NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"research article","yes","yes","yes","yes","yes",NA,NA,NA,NA,NA,"Developmental environments do not affect thermal physiological traits in reptiles: An experimental test and meta-analysis","https://doi.org/10.32942/X2JP40","https://doi.org/10.1098/rsbl.2023.0019","CC BY 4.0",2023-01-18,2023-01-18,2023-01-18,NA,4,2023-05-10,"Daniel W.A. Noble","Rose Zhang, Kris Wild, Patrice Pottier, Maider Iglesias Carrasco, Shinichi Nakagawa, Daniel W.A. Noble",6
"673",673,"nicholas wu",673,"april robin","martinig",4482,"https://doi.org/10.32942/osf.io/trg34","transgenerational plasticity and bet-hedging: a framework for reaction norm evolution","jens joschinski","belgium",2015,"invertebrates","https://osf.io/spva7/",NA,2,"no","https://doi.org/10.3389/fevo.2020.517183","frontiers in ecology and evolution",2020-11-26,"yes",15,4,"https://www.frontiersin.org/articles/10.3389/fevo.2020.517183/full","https://www.frontiersin.org/articles/10.3389/fevo.2020.517183/full","https://doi.org/10.3389/fevo.2020.517183",2019-06-04,2,541,"preprint",0,0,0,0,1,1,"other","yes","not applicable","yes","yes","yes",NA,"10.3389/fevo.2020.517183","Frontiers in Ecology and Evolution",TRUE,"gold","Transgenerational plasticity and bet-hedging: a framework for reaction norm evolution","https://doi.org/10.32942/osf.io/trg34","https://doi.org/10.3389/fevo.2020.517183","CC BY-SA 4.0",2019-06-04,2019-06-04,2019-06-04,2020-10-30,4,2020-10-30,"Jens Joschinski","Jens Joschinski, Dries Bonte",2
"674",674,"nicholas wu",674,"april robin","martinig",4481,"https://doi.org/10.32942/osf.io/wdqvy","does internal egg carrying impair foraging ability as much as external egg carrying in a neotropical spider?","pietro pollo","australia",2012,"invertebrates","https://osf.io/thmx6/","https://osf.io/thmx6/",0,"no",NA,NA,NA,NA,NA,3,NA,NA,NA,2019-06-05,3,NA,"preprint",0,0,0,0,1,1,"research article","yes","yes","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Does internal egg carrying impair foraging ability as much as external egg carrying in a neotropical spider?","https://doi.org/10.32942/osf.io/wdqvy",NA,"CC BY-SA 4.0",2019-06-05,2019-06-05,2019-06-05,2020-07-19,3,2019-10-23,"Pietro Pollo","Pietro Pollo, Claudia Sabrina Spindler, Luiz Ernesto Costa-Schmidt",3
"675",675,"nicholas wu",675,"april robin","martinig",4480,"https://doi.org/10.32942/osf.io/8cu4y","little difference in average fish growth and maximum size across temperatures","daniël van denderen","denmark",2010,"vertebrates","none","none",0,"no","https://doi.org/10.1111/geb.13189","global ecology and biogeography",2020-09-24,"yes",33,1,"https://doi.org/10.5281/zenodo.1455234","https://doi.org/10.5281/zenodo.1455234","https://doi.org/10.1111/geb.13189",2019-06-06,3,476,"preprint",0,0,0,0,0,1,"research article","no","no","yes","yes","yes",NA,"10.1111/geb.13189","Global Ecology and Biogeography",TRUE,"green","Little difference in average fish growth and maximum size across temperatures","https://doi.org/10.32942/osf.io/8cu4y","https://doi.org/10.1111/geb.13189","CC BY-SA 4.0",2019-06-06,2019-06-06,2019-06-06,2020-09-25,1,2019-06-06,"Daniël van Denderen","Daniël van Denderen, Henrik Gislason, Ken H. Andersen",3
"676",676,"nicholas wu",676,"april robin","martinig",4477,"https://doi.org/10.32942/osf.io/bptma","accurate forest projections require long-term wood decay experiments because trait effects change.","brad oberle","united states of america",2004,"plants","http://ncf.sobek.ufl.edu/aa00026436/00001","http://ncf.sobek.ufl.edu/aa00026436/00001",0,"no","https://doi.org/10.1111/gcb.14873","global change biology",2019-10-19,"yes",38,1,"http://ncf.sobek.ufl.edu/aa00026436/00001","http://ncf.sobek.ufl.edu/aa00026436/00001","https://doi.org/10.1111/gcb.14873",2019-06-15,8,126,"preprint",1,0,0,0,0,0,"research article","no","no","no","no","yes",NA,"10.1111/gcb.14873","Global Change Biology",TRUE,"bronze","Accurate forest projections require long-term wood decay experiments because trait effects change.","https://doi.org/10.32942/osf.io/bptma","https://doi.org/10.1111/gcb.14873","CC BY-SA 4.0",2019-06-15,2019-06-15,2019-06-15,2022-03-21,1,2019-06-15,"Brad Oberle","Brad Oberle, Marissa R. Lee, Jonathan A. Myers, Oyomoare L. Osazuwa-Peters, Marko J. Spasojevic, Maranda L. Walton, Darcy F. Young, Amy E Zanne",8
"677",677,"michael bertram",677,"april robin","martinig",4475,"https://doi.org/10.32942/osf.io/fk9b6","communicative roots of complex sociality and cognition","anna roberts","united kingdom",2012,"vertebrates",NA,NA,0,"no","https://doi.org/10.1111/brv.12553","biological reviews",2019-10-14,"no",20,1,NA,NA,"https://doi.org/10.1111/brv.12553",2019-06-21,2,115,"preprint",0,0,0,0,0,1,"reviews and meta-analyses","not applicable","not applicable","not applicable","not applicable","yes",NA,"10.1111/brv.12553","Biological Reviews",TRUE,"green","Communicative roots of complex sociality and cognition","https://doi.org/10.32942/osf.io/fk9b6","https://doi.org/10.1111/brv.12553","CC BY-SA 4.0",2019-06-21,2019-06-21,2019-06-21,2019-06-21,1,2019-06-21,"Anna Roberts","Anna Roberts, Sam G. B. Roberts",2
"678",678,"michael bertram",678,"april robin","martinig",4472,"https://doi.org/10.32942/osf.io/v9rw8","male age and its association with reproductive traits in captive and wild house sparrows","antje girndt","germany",2011,"vertebrates","https://osf.io/pkwsr/","https://osf.io/pkwsr/",0,"no","https://doi.org/10.1111/jeb.13542","journal of evolutionary biology",2019-09-17,"no",18,2,"none","none","https://doi.org/10.1111/jeb.13542",2019-06-29,6,80,"preprint",0,0,0,0,0,1,"research article","yes","yes","yes","yes","yes",NA,"10.1111/jeb.13542","Journal of Evolutionary Biology",TRUE,"hybrid","Male age and its association with reproductive traits in captive and wild house sparrows","https://doi.org/10.32942/osf.io/v9rw8","https://doi.org/10.1111/jeb.13542","CC BY-SA 4.0",2019-06-28,2019-06-29,2019-06-29,2020-07-20,2,2019-08-23,"Antje Girndt","Antje Girndt, Glenn Cockburn, Alfredo Sánchez-Tójar, Moritz Hertel, Terry Burke, Julia Schroeder",6
"679",679,"michael bertram",679,"april robin","martinig",4474,"https://doi.org/10.32942/osf.io/62zyh","toward a pluralistic conception of resilience","matteo convertino","japan",2007,"theoretical paper",NA,NA,0,"no","https://doi.org/10.1016/j.ecolind.2019.105510","ecological indicators",2019-08-01,"no",28,1,NA,NA,"https://doi.org/10.1016/j.ecolind.2019.105510",2019-06-29,2,33,"preprint",0,0,0,0,0,0,"other","not applicable","not applicable","not applicable","not applicable","yes",NA,"10.1016/j.ecolind.2019.105510","Ecological Indicators",TRUE,"green","Toward a Pluralistic Conception of Resilience","https://doi.org/10.32942/osf.io/62zyh","https://doi.org/10.1016/j.ecolind.2019.105510","CC BY-SA 4.0",2019-06-25,2019-06-29,2019-06-29,2020-07-20,1,2019-06-25,"Matteo Convertino","Matteo Convertino, James Valverde",2
