assigned_to,nr,extractors_first_name,extractors_last_name,preprint_id,preprint_doi,preprint_title,submitting_author,submitting_author_country,submitting_author_first_publication_year,taxa_being_studied,data_link_preprint,code_link_preprint,number_of_citations_preprint,pci_recommendation_preprint,publication_doi,publication_journal,publication_date,publication_title_changed,number_of_citations_article,current_version,data_link_article,code_link_article,publisher_doi,preprint_published_date,total_authors,time_between_preprint_and_pub_days,postprint,plants,algi,fungi,microorganisms,invertebrates,vertebrates,type_of_preprint,data_link_preprint_cleaned,code_link_preprint_cleaned,data_link_article_cleaned,code_link_article_cleaned,check_completed,check_comment
patrice pottier,1020,elina,takola,5436,https://doi.org/10.32942/x2tg7j,breaking the ice: a review of phages in polar ecosystems,janina rahlff,sweden,2012,microorganisms,NA,NA,0,no,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,preprint,0,0,0,1,0,0,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,
patrice pottier,1021,elina,takola,5439,https://doi.org/10.32942/x2ps3w,context matters when rewilding for climate change,mary burak,united states of america,2016,all species,NA,NA,1,no,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,0,opinion,not applicable,not applicable,not applicable,not applicable,yes,
patrice pottier,1022,elina,takola,5442,https://doi.org/10.32942/x29k55,"trophic interaction models predict interactions across space, not food webs",dominique caron,canada,2021,vertebrates,none,none,0,no,NA,NA,NA,NA,NA,1,none,none,NA,NA,NA,NA,preprint,0,0,0,0,0,1,research article,no,no,not applicable,not applicable,yes,
patrice pottier,1023,elina,takola,5443,https://doi.org/10.32942/x2f88f,the trade-off between vocal learning and dexterity: a balancing act,pedro tiago martins,spain,2011,all species,NA,NA,0,no,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,0,opinion,not applicable,not applicable,not applicable,not applicable,yes,
patrice pottier,1024,elina,takola,5444,https://doi.org/10.32942/x2k30x,predation and biophysical context control long-term carcass nutrient inputs in an andean ecosystem,julia d. monk,united states of america,2016,various species,none,none,0,no,NA,NA,NA,NA,NA,1,none,none,NA,NA,NA,NA,preprint,1,0,0,0,0,1,research article,no,no,not applicable,not applicable,yes,
patrice pottier,1025,elina,takola,5450,https://doi.org/10.32942/x25s37,predicting bird diversity with lidar-derived vegetation structure in an african savanna,andrew davies,united states of america,2010,vertebrates,none,none,0,no,NA,NA,NA,NA,NA,1,none,none,NA,NA,NA,NA,preprint,0,0,0,0,0,1,research article,no,no,not applicable,not applicable,yes,
patrice pottier,1026,elina,takola,5457,https://doi.org/10.32942/x2x88s,post-fire reference densities for giant sequoia seedlings,nathan stephenson,united states of america,1979,plants,https://doi.org/10.32942/x2x88s,none,0,no,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,preprint,1,0,0,0,0,0,reviews and meta-analyses,no,no,not applicable,not applicable,yes,
patrice pottier,1027,elina,takola,5463,https://doi.org/10.32942/x2sk5h,a more intimate ecology: reframing the relationship between the researcher and the research(ed),cesar omar estien,united states of america,2021,unclear,NA,NA,1,no,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,0,other,not applicable,not applicable,not applicable,not applicable,yes,Second version of the preprint has a different title. The first version is the one captured by google scholar
patrice pottier,1028,elina,takola,5475,https://doi.org/10.32942/x2ns3k,academic publishing requires linguistically inclusive policies,henry arenas-castro,australia,2016,no species-specific,https://zenodo.org/records/7828391,none,0,no,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,0,research article,yes,no,not applicable,not applicable,yes,
patrice pottier,1029,elina,takola,5478,https://doi.org/10.32942/x2j30m,anticoagulant rodenticides are climbing the food chain to the top: a first proof of widespread positivity in grey wolves (canis lupus),jacopo cerri,italy,2015,vertebrates,https://osf.io/yqv4n/,none,0,no,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,1,research article,yes,no,not applicable,not applicable,yes,
patrice pottier,1030,elina,takola,5497,https://doi.org/10.32942/x2d884,advances in biologging can identify nuanced energetic costs and gains in predators,holly m english,ireland,2018,vertebrates,NA,NA,1,no,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,1,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,
patrice pottier,1031,elina,takola,5501,https://doi.org/10.32942/x28k5v,language inclusion in ecological systematic reviews and maps: barriers and perspectives,kelsey hannah,australia,2024,no species,https://github.com/khannah12/useofnel/,https://github.com/khannah12/useofnel/,0,no,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,0,reviews and meta-analyses,yes,yes,not applicable,not applicable,yes,
patrice pottier,1032,elina,takola,5464,https://doi.org/10.32942/x2130z,essential biodiversity variables and essential ecosystem services variables for the implementation of biodiversity conservation and sustainable development goals,hyejin kim,united kingdom,2011,no species,NA,NA,0,no,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,0,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,
patrice pottier,1033,elina,takola,5519,https://doi.org/10.32942/x2w89v,links between an insectivorous bird and moths disentangled through national scale monitoring data,luke christopher evans,united kingdom,2017,"invertebrates, vertebrates",https://zenodo.org/records/8021350,https://zenodo.org/records/8021350,0,no,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,1,1,reviews and meta-analyses,yes,yes,not applicable,not applicable,yes,
patrice pottier,1034,elina,takola,5517,https://doi.org/10.32942/x2cc8v,"griffon vultures restrict movements around roosts and supplementary feeding stations, even when carrion is available on the field: a call for wind energy zonation to avoid ecological traps on mediterranean islands",jacopo cerri,italy,2015,vertebrates,https://osf.io/urbpv/,https://osf.io/urbpv/,0,no,https://doi.org/10.1016/j.gecco.2023.e02651,global ecology and conservation,21/9/2023,yes,0,2,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,1,research article,yes,yes,yes,yes,yes,
patrice pottier,1035,elina,takola,5541,https://doi.org/10.32942/x2rk56,salinity controls rocky intertidal community structure via suppression of herbivory,sandra emry,canada,2020,invertebrates,https://github.com/sandraemry/salinityandlimpets.,https://github.com/sandraemry/salinityandlimpets.,0,no,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,preprint,1,0,0,0,1,0,research article,yes,yes,not applicable,not applicable,yes,
patrice pottier,1036,elina,takola,5552,https://doi.org/10.32942/x27k5j,community-based conservation and restoration in coastal wetlands: a review,alex c moore,canada,2015,community,none,none,0,no,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,0,reviews and meta-analyses,no,no,not applicable,not applicable,yes,
patrice pottier,1037,elina,takola,5554,https://doi.org/10.32942/x2h309,"hypotheses on the extended phenotype of the mitochondrion: sex, mortality, and aging",gordon irlam,united states of america,2020,cells,https://doi.org/10.5281/zenodo.7901578,https:/doi.org/10.5281/zenodo.7901622,0,no,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,0,reviews and meta-analyses,yes,yes,not applicable,not applicable,yes,
patrice pottier,1038,elina,takola,5557,https://doi.org/10.32942/x2ms4n,plant diversity dynamics over space and time in a warming arctic,mariana garcía criado,united kingdom,2017,plants,none,none,0,no,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,preprint,1,0,0,0,0,0,reviews and meta-analyses,no,no,not applicable,not applicable,yes,
patrice pottier,1039,elina,takola,5035,https://doi.org/10.32942/x2t01f,heritability and age-dependent changes in genetic variation of telomere length in a wild house sparrow population,heung ying janet chik,netherlands,2022,vertebrates,NA,NA,0,no,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,1,research article,no,no,not applicable,not applicable,yes,
patrice pottier,1040,elina,takola,5715,https://doi.org/10.32942/x2b60s,artificial light at night (alan) influences understory plant traits through ecological processes: a two-year experiment in a rubber plantation in china,cong zhou,china,2022,plants,https://github.com/congz007/light_project,https://github.com/congz007/light_project,0,no,https://doi.org/10.3390/ecologies4040046,ecologies,9/11/2023,no,0,3,NA,NA,NA,NA,NA,NA,preprint,1,0,0,0,0,0,research article,yes,yes,not applicable,not applicable,yes,
patrice pottier,1041,eli,thor√©,5046,https://doi.org/10.32942/x2p88m,two-step crispr-cas9 protocol for transposable element deletion in d. melanogaster natural populations,josefa gonzalez,spain,2000,invertebrates,NA,NA,1,no,https://doi.org/10.1016/j.xpro.2023.102501,star protocols,15/9/2023,no,0,2,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,1,0,methods papers,not applicable,not applicable,not applicable,not applicable,yes,
patrice pottier,1042,eli,thor√©,5052,https://doi.org/10.32942/x2jg6p,prestige bias in cultural evolutionary dynamics,yoav ram,israel,2012,computational approach,none,none,0,no,NA,NA,NA,NA,NA,2,null,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,0,research article,no,no,not applicable,not applicable,yes,
patrice pottier,1043,eli,thor√©,5056,https://doi.org/10.32942/x2ds3d,"kinematics and behaviour in fish escape responses: guidelines for conducting, analysing, and reporting experiments",dominique roche,switzerland,2007,vertebrates,https://doi.org/10.5281/zenodo.7577129,https://doi.org/10.5281/zenodo.7577129,0,no,https://doi.org/10.1242/jeb.245686,journal of experimental biology,26/7/2023,no,0,1,https://doi.org/10.5281/zenodo.7577129,https://doi.org/10.5281/zenodo.7577129,NA,NA,NA,NA,preprint,0,0,0,0,0,1,methods papers,yes,yes,yes,yes,yes,
patrice pottier,1044,eli,thor√©,5057,https://doi.org/10.32942/x2901s,high survival and percentages of giraffe calves signal areas in need of protection,constance dustin becker,united states of america,1988,vertebrates,https://osf.io/v67yk/?view_only=48a3239b67d74a1d80de4f450ec8252f,none,0,no,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,1,research article,no,no,not applicable,not applicable,yes,
patrice pottier,1045,eli,thor√©,5062,https://doi.org/10.32942/x2588z,nature exposure and mental health during the covid-19 pandemic:  a navigation guide systematic review with meta-analysis,muhammad mainuddin patwary,bangladesh,2018,meta-analysis,none,none,1,no,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,0,reviews and meta-analyses,no,no,not applicable,not applicable,yes,
patrice pottier,1046,eli,thor√©,5065,https://doi.org/10.32942/x21g61,"extra-pair paternity, breeding density and synchrony in natural cavities versus nestboxes in two passerine birds",irene di lecce,poland,2018,vertebrates,https://doi.org/10.6084/m9.figshare.21905166.v1.,none,0,no,https://doi.org/10.1002/ece3.10163,ecology and evolution,8/6/2023,no,0,1,https://doi.org/10.6084/m9.figshare.21905166.v1,none,NA,NA,NA,NA,preprint,0,0,0,0,0,1,research article,yes,no,yes,no,yes,
patrice pottier,1047,eli,thor√©,5067,https://doi.org/10.32942/x2s014,solar radiation drives potential demographic collapse in a perennial bunchgrass via dramatically reduced seedling establishment,timothy h parker,united states of america,1999,plants,https://doi.org/10.17605/osf.io/ce7ns,https://doi.org/10.17605/osf.io/ce7ns,0,no,https://doi.org/10.1016/j.rama.2023.10.006,rangeland ecology & management,1/1/2024,no,0,3,NA,NA,NA,NA,NA,NA,preprint,1,0,0,0,0,0,research article,yes,yes,not applicable,not applicable,yes,
patrice pottier,1048,eli,thor√©,5070,https://doi.org/10.32942/x2ws3r,conceptualizing microbe-plasmid communities as complex adaptive systems,shai pilosof,israel,2010,theoretical (micro-organisms),NA,NA,0,no,https://doi.org/10.1016/j.tim.2023.01.007,trends in microbiology,21/2/2023,no,4,1,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,0,opinion,not applicable,not applicable,not applicable,not applicable,yes,
patrice pottier,1049,eli,thor√©,5075,https://doi.org/10.32942/x2hg6c,how to do biodiversity-related science communication,jonas geschke,switzerland,2019,"plants, algi, fungi, microorganisms, invertebrates, vertebrates, (biodiversity in general)",none,none,0,no,https://doi.org/10.1371/journal.pstr.0000083,plos sustainability and transformation,25/10/2023,yes,3,3,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,0,opinion,no,no,yes,yes,yes,
patrice pottier,1050,eli,thor√©,5059,https://doi.org/10.32942/x28304,a probabilistic approach to estimating timber harvest location,jakub michal truszkowski,sweden,2010,plants,none,none,0,no,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,preprint,1,0,0,0,0,0,research article,no,no,not applicable,not applicable,yes,
patrice pottier,1051,eli,thor√©,5082,https://doi.org/10.32942/x2cs33,symbiotic status alters fungal eco-evolutionary offspring trajectories,carlos a aguilar-trigueros,germany,2014,fungi,https://github.com/traitecoevo/fungaltrait,https://github.com/aguilart/sporesizefungalkingdom,0,no,https://doi.org/10.1111/ele.14271,ecology letters,17/6/2023,no,3,1,https://github.com/aguilart/symbiotic-status-and-fungal-spore-size,https://github.com/aguilart/symbiotic-status-and-fungal-spore-size,NA,NA,NA,NA,preprint,0,0,1,0,0,0,research article,yes,yes,yes,yes,yes,
patrice pottier,1052,eli,thor√©,5087,https://doi.org/10.32942/x2488n,how do microbes grow in nature?  the role of population dynamics in microbial ecology and evolution,michael manhart,united states of america,2010,microorganisms,NA,NA,0,no,https://doi.org/10.1016/j.coisb.2023.100470,current opinion in systems biology,1/12/2023,no,1,2,NA,NA,NA,NA,NA,NA,preprint,0,0,0,1,0,0,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,
patrice pottier,1053,eli,thor√©,5094,https://doi.org/10.32942/x20k5c,the effects of preformed vitamin a and provitamin a carotenoid supplementation on tadpoles of the poison frog phyllobates vittatus,roberto marquez,united states of america,2012,vertebrates,none,none,0,no,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,1,research article,no,no,not applicable,not applicable,yes,
patrice pottier,1054,eli,thor√©,5092,https://doi.org/10.32942/x2vs3f,lipid metabolism in response to cold,thomas enriquez,belgium,2015,invertebrates,NA,NA,4,no,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,1,1,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,
patrice pottier,1055,eli,thor√©,5103,https://doi.org/10.32942/x2r30g,larval cannibalism in phyllobates poison frogs,roberto marquez,united states of america,2012,vertebrates,none,none,0,no,https://doi.org/10.1007/s10682-023-10246-4,evolutionary ecology,24/5/2023,no,0,2,none,none,NA,NA,NA,NA,preprint,0,0,0,0,0,1,research article,no,no,no,no,yes,
patrice pottier,1056,eli,thor√©,5109,https://doi.org/10.32942/x2gk5q,a diversity of fungal pathways contribute to improved soil carbon stability and storage,emiko stuart,australia,2020,fungi,none,none,0,no,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,preprint,0,0,1,0,0,0,research article,no,no,not applicable,not applicable,yes,
patrice pottier,1057,eli,thor√©,5110,https://doi.org/10.32942/x2m880,experimental evidence of litter quality and soil moisture rather than temperature as the key driver of litter decomposition along a high-latitude elevational gradient,isla h. myers-smith,united kingdom,1998,plants,https://github.com/shrubhub/teaelevationhub,https://github.com/shrubhub/teaelevationhub,0,no,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,preprint,1,0,0,0,0,0,research article,yes,yes,not applicable,not applicable,yes,
patrice pottier,1058,eli,thor√©,5118,https://doi.org/10.32942/x2bs3s,"telomere length vary with sex, hatching rank and year of birth in little owls, athene noctua",josefa bleu,france,2011,vertebrates,https://doi.org/10.5281/zenodo.7701531,https://doi.org/10.5281/zenodo.7701531,0,yes,https://doi.org/10.24072/pcjournal.341,peer community in evolutionary biology,8/11/2023,yes,0,6,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,1,research article,yes,yes,yes,yes,yes,
patrice pottier,1059,eli,thor√©,5119,https://doi.org/10.32942/x2730t,"temperature-dependant, developmental plasticity and its effects on allen’s and james’ rule in endotherms",joshua kenneth robertson tabh,sweden,2011,vertebrates,NA,NA,1,no,https://doi.org/10.1093/icb/icad026,integrative and comparative biology,9/5/2023,yes,0,2,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,1,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,
patrice pottier,1060,eli,thor√©,5134,https://doi.org/10.32942/x2zk52,prophage mediated control of higher order interactions - insights from systems approaches,carolin charlotte wendling,switzerland,2013,microorganisms,NA,NA,1,no,https://doi.org/10.1016/j.coisb.2023.100469,current opinion in systems biology,1/9/2023,yes,0,1,NA,NA,NA,NA,NA,NA,preprint,0,0,0,1,0,0,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,
patrice pottier,1061,eli,thor√©,5143,https://doi.org/10.32942/x2ts34,forecasting rodent population dynamics and community transitions with dynamic nonlinear models,nicholas joshua clark,australia,2012,vertebrates,none,none,0,no,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,1,research article,yes,yes,not applicable,not applicable,yes,
patrice pottier,1062,eli,thor√©,5160,https://doi.org/10.32942/x2k88p,spatial factors overcome seasonality in increasing the consumption of allochthonous food resources by fishes from tropical lotic ecosystems,vitor manuel barros ferreira,brazil,2021,vertebrates,none,none,0,no,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,1,research article,no,no,not applicable,not applicable,yes,
patrice pottier,1063,eli,thor√©,5132,https://doi.org/10.32942/x2fk5d,partitioning variance in population growth for models with environmental and demographic stochasticity,jonas knape,sweden,2007,vertebrates,none,none,0,no,https://doi.org/10.1111/1365-2656.13990,journal of animal ecology,25/7/2023,no,0,2,https://github.com/jknape/variance-decomp,https://github.com/jknape/variance-decomp,NA,NA,NA,NA,preprint,0,0,0,0,0,1,research article,no,no,yes,yes,yes,
patrice pottier,1064,eli,thor√©,5173,https://doi.org/10.32942/x29w24,fragmentation disrupts microbial effects on native plant community productivity,kasey n kiesewetter,united states of america,2019,"fungi, microorganisms",https://doi.org/10.5281/zenodo.7699344,https://doi.org/10.5281/zenodo.7699344,0,no,https://doi.org/10.1111/1365-2745.14097,journal of ecology,20/3/2023,no,0,1,https://doi.org/10.5281/zenodo.7699344,https://doi.org/10.5281/zenodo.7699344,NA,NA,NA,NA,preprint,1,0,1,1,0,0,research article,yes,yes,yes,yes,yes,
patrice pottier,1065,eli,thor√©,5174,https://doi.org/10.32942/x2630h,allelopathy-selected microbiomes mitigate chemical inhibition of plant performance,daniel philip revillini,united states of america,2016,"plants, microorganisms",none,none,0,no,https://doi.org/10.1111/nph.19249,new phytologist,22/9/2023,no,2,1,10.5061/dryad.f4qrfj71z,none,NA,NA,NA,NA,preprint,1,0,0,1,0,0,research article,no,no,yes,no,yes,
patrice pottier,1066,bishnu,timilsina,3834,https://doi.org/10.32942/osf.io/ub6yn,"101 years of biofluorescent animal studies: trends in literature, novel hypotheses, and best practices moving forward",russell gray,united states of america,2015,invertebrates,NA,NA,3,no,NA,NA,NA,NA,NA,1,NA,NA,NA,6/2/2022,2,NA,preprint,0,0,0,0,1,1,reviews and meta-analyses,no,no,not applicable,not applicable,yes,"Data and code are supposedly available as supplementary materials (which direct to an OSF link), but the repository is empy. I classified as ""no"""
coralie williams,1067,bishnu,timilsina,3835,https://doi.org/10.32942/osf.io/yujcb,origins and evolution of biological novelty,rebecca batstone,united states of america,2014,discussed the origin and evolution of novel traits from genetic perspectives,NA,NA,0,no,https://doi.org/10.1111/brv.12963,biological reviews,13/4/2023,no,2,1,NA,NA,https://doi.org/10.1111/brv.12963,6/2/2022,3,431,preprint,0,0,0,0,0,0,opinion,not applicable,not applicable,not applicable,not applicable,yes,
coralie williams,1068,bishnu,timilsina,3832,https://doi.org/10.32942/osf.io/ewq64,"the effects of an obesogenic diet on behaviour and cognition in zebrafish (danio rerio): traits average, variability, repeatability, and behavioural syndromes",hamza anwer,australia,2021,vertebrates,none,none,0,no,https://doi.org/10.1002/ece3.9511,ecology and evolution,15/11/2022,no,4,1,NA,NA,NA,7/2/2022,10,NA,preprint,0,0,0,0,0,1,research article,yes,yes,yes,yes,yes,link to data and code that was noted in pre-print and published article: https://github.com/Apex619/F0_Chapter_Analysis
coralie williams,1069,bishnu,timilsina,3829,https://doi.org/10.32942/osf.io/f7cm9,behavioural ecology at the spatial-social interface,quinn webber,united states of america,2015,"discusses the behavioral ecology at spatial scale, without reference to particular taxa",NA,NA,9,no,https://doi.org/10.1111/brv.12934,biological reviews,23/1/2023,no,14,2,NA,NA,https://doi.org/10.1111/brv.12934,11/2/2022,8,346,preprint,0,0,0,0,0,0,opinion,not applicable,not applicable,not applicable,not applicable,yes,
coralie williams,1070,bishnu,timilsina,3826,https://doi.org/10.32942/osf.io/c4kvq,past and future uses of text mining in ecology &amp; evolution,maxwell jenner farrell,canada,2013,reviews and discusses use of natural language processing and text mining in ecology and evolution,NA,NA,0,no,https://doi.org/10.1098/rspb.2021.2721,proceedings of the royal society b: biological sciences,18/5/2022,no,16,2,NA,NA,NA,16/2/2022,5,91,preprint,0,0,0,0,0,0,reviews and meta-analyses,yes,yes,yes,yes,yes,link to data and code provided in pre-print and in published article: https://github.com/maxfarrell/textmining_trends
coralie williams,1071,bishnu,timilsina,3822,https://doi.org/10.32942/osf.io/wbq83,systemic racism alters wildlife genetic diversity,chloé schmidt,canada,2016,invertebrates,none,none,0,no,https://doi.org/10.1073/pnas.2102860119,proceedings of the national academy of sciences of the united states of america,18/10/2022,no,7,1,https://figshare.com/articles/dataset/data_from_systemic_racism_alters_wildlife_genetic_diversity/21253971,https://figshare.com/articles/dataset/data_from_systemic_racism_alters_wildlife_genetic_diversity/21253971,https://doi.org/10.1073/pnas.2102860119,19/2/2022,2,207,preprint,0,0,0,0,0,1,research article,no,no,yes,yes,yes,link to data and code in published article: https://figshare.com/articles/dataset/Data_from_Systemic_racism_alters_wildlife_genetic_diversity/21253971
coralie williams,1072,bishnu,timilsina,3825,https://doi.org/10.32942/osf.io/n3zxp,improving species conservation plans under iucn’s one plan approach using quantitative genetic methods,drew sauve,canada,2019,discusses the quantitative genetic approach to in situ and ex situ population management,NA,NA,0,yes,https://doi.org/10.24072/pcjournal.163,peer community journal,30/8/2022,no,0,9,none,none,https://doi.org/10.24072/pcjournal.163,19/2/2022,6,192,preprint,0,0,0,0,0,0,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,
coralie williams,1073,bishnu,timilsina,3821,https://doi.org/10.32942/osf.io/vb9xn,evolution of social organization: phylogenetic analyses of ecology and sexual selection in weavers,andras liker,hungary,1992,vertebrates,https://doi.org/10.5061/dryad.7wm37pvq4,https://zenodo.org/records/5785586,0,no,https://doi.org/10.1086/720270,the american naturalist,23/6/2022,no,4,1,https://doi.org/10.5061/dryad.7wm37pvq4,https://zenodo.org/records/5785586,https://doi.org/10.1086/720270,20/2/2022,4,123,preprint,0,0,0,0,0,1,research article,yes,no,yes,no,yes,link to code repository: https://zenodo.org/records/578558
coralie williams,1074,bishnu,timilsina,3820,https://doi.org/10.32942/osf.io/rqbdy,portrayal of the nitrogen debate in dutch newspapers,marin visscher,netherlands,2021,differential frames on actor portrayal of nitrogen use in dutch media,none,none,0,no,NA,NA,NA,NA,NA,1,none,none,NA,21/2/2022,3,NA,preprint,0,0,0,0,0,0,research article,no,no,not applicable,not applicable,yes,
coralie williams,1075,bishnu,timilsina,3819,https://doi.org/10.32942/osf.io/e32ub,soil biota impacts on plant access to different water pools in soil,coline deveautour,australia,2018,"plants, compared the effect of biotic and abiotic soil factors in the uptake of plant water",none,none,0,no,NA,NA,NA,NA,NA,3,NA,NA,NA,22/2/2022,5,NA,preprint,1,0,1,1,0,0,research article,yes,yes,not applicable,not applicable,yes,
coralie williams,1076,bishnu,timilsina,3776,https://doi.org/10.32942/osf.io/u8nkm,temporary behavioral responses to playbacks by a pest parrot and implications for management,cesar omar estien,united states of america,2021,vertebrates,none,none,0,no,https://doi.org/10.26451/abc.09.04.01.2022,animal behavior and cognition,1/11/2022,yes,0,6,none,none,https://doi.org/10.26451/abc.09.04.01.2022,21/4/2022,7,195,preprint,0,0,0,0,0,1,research article,no,no,no,no,yes,
coralie williams,1077,bishnu,timilsina,3771,https://doi.org/10.32942/osf.io/u935f,"rates of ecological knowledge learning in pemba, tanzania: implications for childhood evolution.",ilaria pretelli,germany,2019,vertebrates,https://github.com/lalla-ilaria/children_eco_knowledge,https://osf.io/wjmgq/,0,no,https://doi.org/10.1017/ehs.2022.31,evolutionary human sciences,2/8/2022,yes,2,3,https://github.com/lalla-ilaria/children_eco_knowledge,https://osf.io/wjmgq/,https://doi.org/10.1017/ehs.2022.31,23/4/2022,3,101,preprint,0,0,0,0,0,0,research article,yes,yes,yes,yes,yes,
coralie williams,1078,bishnu,timilsina,3770,https://doi.org/10.32942/osf.io/9zq7d,patterns of selection across gene regulatory networks,jeanne m. c. mcdonald,united states of america,2018,reviews the architecture of developmental gene regulatory networks (gnrs) and how positive selection strength may vary across a grn,none,none,0,no,https://doi.org/10.1016/j.semcdb.2022.03.029,seminars in cell & developmental biology,23/4/2022,no,6,1,NA,NA,https://doi.org/10.1016/j.semcdb.2022.03.029,25/4/2022,2,-2,postprint,0,0,0,0,0,0,reviews and meta-analyses,not applicable,not applicable,not applicable,not applicable,yes,
coralie williams,1079,bishnu,timilsina,3769,https://doi.org/10.32942/osf.io/u9wh3,a vegetation carbon isoscape for australia built by combining continental-scale field surveys with remote sensing,samantha munroe,australia,2011,plants,https://osf.io/v7kr4/,none,0,no,https://doi.org/10.1007/s10980-022-01476-y,landscape ecology,5/7/2022,no,3,1,http://www.portal.tern.org.au/,none,https://doi.org/10.1007/s10980-022-01476-y,26/4/2022,8,70,preprint,1,0,0,0,0,0,research article,yes,no,yes,no,yes,link to data does not work
coralie williams,1080,natalie,van dis,5407,https://doi.org/10.32942/x2qs36,"the great escape: patterns of enemy release are not explained by time, space, or climate",zoe xirocostas,australia,2020,plants,none,none,0,no,https://doi.org/10.1098/rspb.2023.1022,proceedings of the royal society b: biological sciences,16/8/2023,no,0,1,https://doi.org/10.6084/m9.figshare.23639859.v1,https://doi.org/10.6084/m9.figshare.23639844.v1,NA,NA,NA,NA,preprint,1,0,0,0,0,0,research article,no,no,yes,yes,yes,
coralie williams,1081,natalie,van dis,5406,https://doi.org/10.32942/x2m01k,apes and agriculture,erik meijaard,brunei darussalam,1994,vertebrates,NA,NA,0,no,https://doi.org/10.3389/fcosc.2023.1225911,frontiers conservation science,9/11/2023,no,0,1,null,NA,NA,NA,NA,NA,preprint,0,0,0,0,0,1,reviews and meta-analyses,no,no,no,no,yes,only summary aggregated data available in supplementary of published article
coralie williams,1082,natalie,van dis,5734,https://doi.org/10.32942/x2989k,the potential of phage model systems as therapeutic agents,jordan romeyer dherbey,germany,2017,microorganisms,NA,NA,0,no,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,preprint,0,0,0,1,0,0,opinion,not applicable,not applicable,not applicable,not applicable,yes,"Title of first version of preprint: ""The untapped potential of phage model systems as therapeutic agents"""
coralie williams,1083,natalie,van dis,5741,https://doi.org/10.32942/x2s89x,"hypotheses on the evolutional process and meaningful function of organisms: mitochondria, plants, mammals",y nishida,japan,NA,"plants, vertebrates",NA,NA,0,no,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,preprint,1,0,0,0,0,1,opinion,not applicable,not applicable,not applicable,not applicable,yes,
